0.000844198	0.215441221
0.059013968	0.215571197
0.088542467	0.223569757
0.115335518	0.236897358
0.139862347	0.258858405
0.160832068	0.279234738
0.173824935	0.292477354
0.179369597	0.293147233
0.189856507	0.311143994
0.212238007	0.344248035
0.231716038	0.377647024
0.241676348	0.385605591
0.256105582	0.396428643
0.265873284	0.408476474
0.278681739	0.40927633
0.29385272	0.403892299
0.308388503	0.392969266
0.3259425	0.391919454
0.344723863	0.384080865
0.361755359	0.372787898
0.373399968	0.371603111
0.388900842	0.355570997
0.405159855	0.345157872
0.423760903	0.325491412
0.439536347	0.302865484
0.458321808	0.275285449
0.479529216	0.251679698
0.49874907	0.231863265
0.514655651	0.221595113
0.529748769	0.221920054
0.55395595	0.20800256
0.580509265	0.197569438
0.605843409	0.189060969
0.637193491	0.175383431
0.661650654	0.155012098
0.681419646	0.128151933
0.70452855	0.08660941
0.729299213	0.031464336
0.749303844	-0.001599712
0.80397183	0.000929833
0.836055463	0.017261893
0.855859289	0.046691596
0.872259685	0.077256094
0.878189563	0.083874903
0.889815731	0.122742906
0.909455636	0.14955808
0.926458445	0.17672319
0.943440764	0.195124878
0.956636485	0.205398028
0.969498214	0.212646724
0.9841344	0.22005539
0.995688851	0.22033534
