0.000891326	0.79950109
0.01027586	0.799671059
0.059042655	0.798536263
0.073701379	0.798306305
0.08609798	0.802015637
0.100764901	0.806909756
0.115659264	0.816967946
0.130412243	0.832060229
0.143862043	0.841453538
0.153687118	0.845657782
0.161639384	0.860305145
0.172552491	0.87072327
0.183914334	0.882806095
0.191907581	0.890864644
0.20138637	0.905047092
0.211463475	0.921909056
0.223571164	0.940230758
0.233523278	0.953728329
0.233523278	0.953728329
0.239246205	0.962071827
0.254669216	0.974254634
0.26670109	0.988372093
0.27790311	0.990391729
0.290340691	0.984862725
0.290340691	0.984862725
0.306775921	0.97716411
0.306775921	0.97716411
0.322725531	0.971350157
0.335009436	0.967310884
0.347162203	0.957517647
0.347162203	0.957517647
0.358255624	0.955043092
0.370953432	0.958597452
0.370953432	0.958597452
0.380206829	0.955033094
0.392886195	0.945474815
0.406092161	0.933706933
0.423082676	0.907956568
0.434651471	0.891689496
0.449453627	0.875687376
0.462403465	0.848627247
0.478066212	0.834794737
0.493304811	0.818552661
0.508908136	0.808314503
0.525036012	0.807234698
0.541186426	0.797026535
0.558943277	0.789772841
0.573462668	0.783274011
0.590381467	0.773645744
0.61338587	0.766392049
0.635460016	0.753319403
0.652614453	0.748325301
0.66703754	0.729973605
0.66703754	0.729973605
0.678731326	0.712301786
0.678731326	0.712301786
0.699328125	0.688411086
0.706235388	0.66289068
0.721000662	0.633865904
0.731960896	0.59866724
0.743904663	0.579065768
0.743904663	0.579065768
0.764036333	0.580605491
0.785805175	0.584344818
0.802449404	0.583824912
0.802449404	0.583824912
0.819007575	0.587784199
0.836182503	0.59794237
0.836182503	0.59794237
0.851312503	0.627007139
0.868637009	0.652372573
0.877222424	0.669849427
0.877222424	0.669849427
0.88355596	0.690780659
0.903636405	0.722459957
0.917914011	0.742471355
0.933281698	0.764087464
0.948059266	0.784363815
0.962842981	0.797216501
0.976614478	0.803485373
0.976677998	0.803245416
0.98890453	0.803020456
0.98890453	0.803020456
0.997670259	0.801755684
