# x,top,bottom,cryosphere,recharge
2.675000000000000155e-01,9.885161301822903424e-01,4.085780583482211958e-01,9.885161301822903424e-01,9.885161301822903424e-01
2.685000000000000164e-01,9.886964223081747827e-01,4.086405058487199149e-01,9.886964223081747827e-01,9.886964223081747827e-01
2.695000000000000173e-01,9.888767144340592230e-01,4.087029533492186339e-01,9.888767144340592230e-01,9.888767144340592230e-01
2.705000000000000182e-01,9.890570065599436633e-01,4.087654008497172975e-01,9.890570065599436633e-01,9.890570065599436633e-01
2.715000000000000191e-01,9.892372986858281037e-01,4.088278483502160165e-01,9.892372986858281037e-01,9.892372986858281037e-01
2.725000000000000200e-01,9.894175908117125440e-01,4.088902958507146801e-01,9.894175908117125440e-01,9.894175908117125440e-01
2.735000000000000209e-01,9.895978829375969843e-01,4.089527433512133991e-01,9.895978829375969843e-01,9.895978829375969843e-01
2.745000000000000218e-01,9.897781750634814246e-01,4.090151908517121182e-01,9.897781750634814246e-01,9.897781750634814246e-01
2.755000000000000226e-01,9.899584671893658649e-01,4.090776383522107817e-01,9.899584671893658649e-01,9.899584671893658649e-01
2.765000000000000235e-01,9.901387593152503053e-01,4.091400858527095008e-01,9.901387593152503053e-01,9.901387593152503053e-01
2.775000000000000244e-01,9.903190514411347456e-01,4.092025333532082199e-01,9.903190514411347456e-01,9.903190514411347456e-01
2.785000000000000253e-01,9.901263874357875139e-01,4.092649808537068834e-01,9.901263874357875139e-01,9.901263874357875139e-01
2.795000000000000262e-01,9.896818472957071844e-01,4.089859372699523599e-01,9.896818472957071844e-01,9.896818472957071844e-01
2.805000000000000271e-01,9.892373071556269659e-01,4.086310471675917988e-01,9.892373071556269659e-01,9.892373071556269659e-01
2.815000000000000280e-01,9.887927670155466364e-01,4.082761570652312377e-01,9.887927670155466364e-01,9.887927670155466364e-01
2.825000000000000289e-01,9.883482268754663069e-01,4.079212669628706767e-01,9.883482268754663069e-01,9.883482268754663069e-01
2.835000000000000298e-01,9.879036867353860885e-01,4.075663768605101711e-01,9.879036867353860885e-01,9.879036867353860885e-01
2.845000000000000306e-01,9.874591465953057590e-01,4.072114867581496100e-01,9.874591465953057590e-01,9.874591465953057590e-01
2.855000000000000315e-01,9.870146064552254295e-01,4.068565966557890490e-01,9.870146064552254295e-01,9.870146064552254295e-01
2.865000000000000324e-01,9.865700663151452110e-01,4.065017065534284879e-01,9.865700663151452110e-01,9.865700663151452110e-01
2.875000000000000333e-01,9.861255261750648815e-01,4.061468164510679268e-01,9.861255261750648815e-01,9.861255261750648815e-01
2.884999999999999787e-01,9.856809860349845520e-01,4.057919263487074213e-01,9.856809860349845520e-01,9.856809860349845520e-01
2.894999999999999796e-01,9.852364458949043335e-01,4.054370362463468602e-01,9.852364458949043335e-01,9.852364458949043335e-01
2.904999999999999805e-01,9.847881012401235035e-01,4.050821461439862992e-01,9.847881012401235035e-01,9.847881012401235035e-01
2.914999999999999813e-01,9.843196797455657787e-01,4.047272560416257381e-01,9.843196797455657787e-01,9.843196797455657787e-01
2.924999999999999822e-01,9.838512582510080540e-01,4.043723659392651770e-01,9.838512582510080540e-01,9.838512582510080540e-01
2.934999999999999831e-01,9.833828367564503292e-01,4.040174758369046160e-01,9.833828367564503292e-01,9.833828367564503292e-01
2.944999999999999840e-01,9.829144152618926045e-01,4.034058951509442159e-01,9.829144152618926045e-01,9.829144152618926045e-01
2.954999999999999849e-01,9.824459937673348797e-01,4.026544369735622353e-01,9.824459937673348797e-01,9.824459937673348797e-01
2.964999999999999858e-01,9.819775722727771550e-01,4.019029787961802547e-01,9.819775722727771550e-01,9.819775722727771550e-01
2.974999999999999867e-01,9.815091507782194302e-01,4.011515206187982741e-01,9.815091507782194302e-01,9.815091507782194302e-01
2.984999999999999876e-01,9.810407292836617055e-01,4.004000624414162934e-01,9.810407292836617055e-01,9.810407292836617055e-01
2.994999999999999885e-01,9.805723077891039807e-01,3.996486042640343128e-01,9.805723077891039807e-01,9.805723077891039807e-01
3.004999999999999893e-01,9.801038862945462560e-01,3.988971460866522767e-01,9.801038862945462560e-01,9.801038862945462560e-01
3.014999999999999902e-01,9.796354647999885312e-01,3.981456879092702961e-01,9.796354647999885312e-01,9.796354647999885312e-01
3.024999999999999911e-01,9.791670433054308065e-01,3.973942297318883154e-01,9.791670433054308065e-01,9.791670433054308065e-01
3.034999999999999920e-01,9.786986218108730817e-01,3.966427715545063348e-01,9.786986218108730817e-01,9.786986218108730817e-01
3.044999999999999929e-01,9.782302003163153570e-01,3.958913133771243542e-01,9.782302003163153570e-01,9.782302003163153570e-01
3.054999999999999938e-01,9.777617788217576322e-01,3.951398551997423736e-01,9.777617788217576322e-01,9.777617788217576322e-01
3.064999999999999947e-01,9.772933573271999075e-01,3.943883970223603930e-01,9.772933573271999075e-01,9.772933573271999075e-01
3.074999999999999956e-01,9.769001686701312970e-01,3.936369388449784124e-01,9.769001686701312970e-01,9.769001686701312970e-01
3.084999999999999964e-01,9.765356485972267464e-01,3.929625979523431178e-01,9.765356485972267464e-01,9.765356485972267464e-01
3.094999999999999973e-01,9.761711285243220848e-01,3.929027932252487920e-01,9.761711285243220848e-01,9.761711285243220848e-01
3.104999999999999982e-01,9.758066084514175342e-01,3.928429884981544662e-01,9.758066084514175342e-01,9.758066084514175342e-01
3.114999999999999991e-01,9.754420883785129837e-01,3.927831837710600849e-01,9.754420883785129837e-01,9.754420883785129837e-01
3.125000000000000000e-01,9.750775683056083221e-01,3.927233790439657590e-01,9.750775683056083221e-01,9.750775683056083221e-01
3.135000000000000009e-01,9.747130482327037715e-01,3.926635743168714332e-01,9.747130482327037715e-01,9.747130482327037715e-01
3.145000000000000018e-01,9.743485281597991099e-01,3.926037695897770519e-01,9.743485281597991099e-01,9.743485281597991099e-01
3.155000000000000027e-01,9.739840080868945593e-01,3.925439648626827260e-01,9.739840080868945593e-01,9.739840080868945593e-01
3.165000000000000036e-01,9.736194880139898977e-01,3.924841601355883447e-01,9.736194880139898977e-01,9.736194880139898977e-01
3.175000000000000044e-01,9.732549679410853471e-01,3.924243554084940189e-01,9.732549679410853471e-01,9.732549679410853471e-01
3.185000000000000053e-01,9.728904478681806856e-01,3.923645506813996930e-01,9.728904478681806856e-01,9.728904478681806856e-01
3.195000000000000062e-01,9.725259277952761350e-01,3.923047459543053117e-01,9.725259277952761350e-01,9.725259277952761350e-01
3.205000000000000071e-01,9.721614077223714734e-01,3.922449412272109859e-01,9.721614077223714734e-01,9.721614077223714734e-01
3.215000000000000080e-01,9.717968876494669228e-01,3.921851365001166601e-01,9.717968876494669228e-01,9.717968876494669228e-01
3.225000000000000089e-01,9.714323675765622612e-01,3.921253317730222787e-01,9.714323675765622612e-01,9.714323675765622612e-01
3.235000000000000098e-01,9.710954911001060674e-01,3.920655270459279529e-01,9.710954911001060674e-01,9.710954911001060674e-01
3.245000000000000107e-01,9.707666646397907773e-01,3.920057223188335715e-01,9.707666646397907773e-01,9.707666646397907773e-01
3.255000000000000115e-01,9.704378381794753761e-01,3.919459175917392457e-01,9.704378381794753761e-01,9.704378381794753761e-01
3.265000000000000124e-01,9.701090117191599749e-01,3.916867758196411198e-01,9.701090117191599749e-01,9.701090117191599749e-01
3.275000000000000133e-01,9.697801852588446847e-01,3.912694158548717938e-01,9.697801852588446847e-01,9.697801852588446847e-01
3.285000000000000142e-01,9.694513587985292835e-01,3.908520558901024677e-01,9.694513587985292835e-01,9.694513587985292835e-01
3.295000000000000151e-01,9.691225323382139933e-01,3.904346959253330862e-01,9.691225323382139933e-01,9.691225323382139933e-01
3.305000000000000160e-01,9.687937058778985921e-01,3.900173359605637602e-01,9.687937058778985921e-01,9.687937058778985921e-01
3.315000000000000169e-01,9.684648794175833020e-01,3.895999759957944342e-01,9.684648794175833020e-01,9.684648794175833020e-01
3.325000000000000178e-01,9.681360529572679008e-01,3.891826160310251081e-01,9.681360529572679008e-01,9.681360529572679008e-01
3.335000000000000187e-01,9.678072264969524996e-01,3.887652560662557821e-01,9.678072264969524996e-01,9.678072264969524996e-01
3.345000000000000195e-01,9.674784000366372094e-01,3.883478961014864561e-01,9.674784000366372094e-01,9.674784000366372094e-01
3.355000000000000204e-01,9.669155658378342233e-01,3.879305361367171301e-01,9.669155658378342233e-01,9.669155658378342233e-01
3.365000000000000213e-01,9.661097216214512562e-01,3.875131761719478041e-01,9.661097216214512562e-01,9.661097216214512562e-01
3.375000000000000222e-01,9.653038774050682891e-01,3.870958162071784781e-01,9.653038774050682891e-01,9.653038774050682891e-01
3.385000000000000231e-01,9.644980331886853220e-01,3.866784562424091520e-01,9.644980331886853220e-01,9.644980331886853220e-01
3.395000000000000240e-01,9.636921889723023549e-01,3.862610962776398260e-01,9.636921889723023549e-01,9.636921889723023549e-01
3.405000000000000249e-01,9.628863447559192767e-01,3.858437363128704445e-01,9.628863447559192767e-01,9.628863447559192767e-01
3.415000000000000258e-01,9.620805005395363096e-01,3.854263763481011185e-01,9.620805005395363096e-01,9.620805005395363096e-01
3.425000000000000266e-01,9.612746563231533425e-01,3.850090163833317924e-01,9.612746563231533425e-01,9.612746563231533425e-01
3.435000000000000275e-01,9.604688121067703754e-01,3.845916564185624664e-01,9.604688121067703754e-01,9.604688121067703754e-01
3.445000000000000284e-01,9.596629678903874083e-01,3.841742964537931404e-01,9.596629678903874083e-01,9.596629678903874083e-01
3.455000000000000293e-01,9.588571236740044412e-01,3.835662367178761523e-01,9.588571236740044412e-01,9.588571236740044412e-01
3.465000000000000302e-01,9.580512794576213631e-01,3.829031730034496706e-01,9.580512794576213631e-01,9.580512794576213631e-01
3.475000000000000311e-01,9.574422962803855741e-01,3.822401092890231333e-01,9.574422962803855741e-01,9.574422962803855741e-01
3.485000000000000320e-01,9.572192311862185443e-01,3.815770455745966516e-01,9.572192311862185443e-01,9.572192311862185443e-01
3.495000000000000329e-01,9.569961660920515145e-01,3.809139818601701699e-01,9.569961660920515145e-01,9.569961660920515145e-01
3.505000000000000338e-01,9.567731009978843737e-01,3.802509181457436882e-01,9.567731009978843737e-01,9.567731009978843737e-01
3.515000000000000346e-01,9.565500359037173439e-01,3.795878544313171510e-01,9.565500359037173439e-01,9.565500359037173439e-01
3.524999999999999800e-01,9.563269708095503141e-01,3.789247907168907248e-01,9.563269708095503141e-01,9.563269708095503141e-01
3.534999999999999809e-01,9.561039057153831733e-01,3.782617270024642431e-01,9.561039057153831733e-01,9.561039057153831733e-01
3.544999999999999818e-01,9.558808406212161435e-01,3.775986632880377059e-01,9.558808406212161435e-01,9.558808406212161435e-01
3.554999999999999827e-01,9.556577755270491137e-01,3.769355995736112241e-01,9.556577755270491137e-01,9.556577755270491137e-01
3.564999999999999836e-01,9.554347104328819729e-01,3.762725358591847424e-01,9.554347104328819729e-01,9.554347104328819729e-01
3.574999999999999845e-01,9.552116453387149431e-01,3.756094721447582607e-01,9.552116453387149431e-01,9.552116453387149431e-01
3.584999999999999853e-01,9.551114975294709986e-01,3.749464084303317235e-01,9.549247617696817736e-01,nan
3.594999999999999862e-01,9.553914167092223408e-01,3.742833447159052418e-01,9.544405479748806487e-01,nan
3.604999999999999871e-01,9.556713358889735721e-01,3.736202810014787601e-01,9.539563341800795238e-01,nan
3.614999999999999880e-01,9.559512550687249144e-01,3.729572172870522229e-01,9.534721203852782878e-01,nan
3.624999999999999889e-01,9.562311742484762567e-01,3.727121341013180378e-01,9.529879065904771629e-01,nan
3.634999999999999898e-01,9.565110934282275990e-01,3.726103885639625024e-01,9.525036927956760380e-01,nan
3.644999999999999907e-01,9.567910126079789412e-01,3.725086430266069670e-01,9.520194790008749131e-01,nan
3.654999999999999916e-01,9.570709317877302835e-01,3.724068974892514872e-01,9.515148559603680001e-01,nan
3.664999999999999925e-01,9.573508509674816258e-01,3.723051519518959518e-01,9.498620623942615193e-01,nan
3.674999999999999933e-01,9.576307701472329681e-01,3.722034064145404164e-01,9.482092688281551496e-01,nan
3.684999999999999942e-01,9.579106893269843104e-01,3.721016608771848810e-01,9.465564752620486688e-01,nan
3.694999999999999951e-01,9.581906085067356527e-01,3.719999153398293457e-01,9.449036816959422991e-01,nan
3.704999999999999960e-01,9.584705276864869949e-01,3.718981698024738103e-01,9.432508881298358183e-01,nan
3.714999999999999969e-01,9.583869169907116570e-01,3.717964242651182749e-01,9.415980945637294486e-01,nan
3.724999999999999978e-01,9.580017224508037277e-01,3.716946787277627950e-01,9.399453009976230788e-01,nan
3.734999999999999987e-01,9.576165279108959094e-01,3.714996507417173133e-01,9.382925074315165981e-01,nan
3.744999999999999996e-01,9.572313333709879801e-01,3.704653791258071260e-01,9.366397138654102283e-01,nan
3.755000000000000004e-01,9.568461388310801619e-01,3.694311075098969388e-01,9.349869202993037476e-01,nan
3.765000000000000013e-01,9.564609442911722326e-01,3.683968358939867516e-01,9.333341267331973778e-01,nan
3.775000000000000022e-01,9.560757497512643033e-01,3.673625642780766198e-01,9.316813331670908971e-01,nan
3.785000000000000031e-01,9.556905552113564850e-01,3.663282926621664326e-01,9.300285396009845273e-01,nan
3.795000000000000040e-01,9.553053606714485557e-01,3.652940210462562454e-01,9.283757460348780466e-01,nan
3.805000000000000049e-01,9.548120884534523345e-01,3.642597494303460581e-01,9.267229524687716768e-01,nan
3.815000000000000058e-01,9.540582432690795089e-01,3.632254778144358709e-01,9.250701589026651961e-01,nan
3.825000000000000067e-01,9.533043980847066834e-01,3.621912061985257392e-01,9.234173653365588263e-01,nan
3.835000000000000075e-01,9.525505529003339689e-01,3.611569345826155519e-01,9.217645717704523456e-01,nan
3.845000000000000084e-01,9.517967077159611433e-01,3.601226629667053647e-01,9.200175759026604227e-01,nan
3.855000000000000093e-01,9.510428625315883178e-01,3.590883913507951775e-01,9.182663842417060351e-01,nan
3.865000000000000102e-01,9.502890173472154922e-01,3.580541197348850457e-01,9.165151925807516475e-01,nan
3.875000000000000111e-01,9.495351721628427777e-01,3.570198481189748585e-01,9.147640009197972599e-01,nan
3.885000000000000120e-01,9.487813269784699521e-01,3.559855765030646713e-01,9.130128092588429833e-01,nan
3.895000000000000129e-01,9.480274817940971266e-01,3.551872647802920557e-01,9.112616175978885957e-01,nan
3.905000000000000138e-01,9.472736366097244121e-01,3.545468123124823623e-01,9.095104259369342081e-01,nan
3.915000000000000147e-01,9.465197914253515865e-01,3.539063598446726688e-01,9.077592342759798205e-01,nan
3.925000000000000155e-01,9.457659462409787610e-01,3.532659073768629754e-01,9.060080426150254329e-01,nan
3.935000000000000164e-01,9.449278512405134833e-01,3.526254549090532819e-01,9.042568509540711563e-01,nan
3.945000000000000173e-01,9.440367477801532292e-01,3.519850024412435885e-01,9.025056592931167687e-01,nan
3.955000000000000182e-01,9.431456443197929751e-01,3.513445499734338395e-01,9.007544676321623811e-01,nan
3.965000000000000191e-01,9.422545408594327210e-01,3.507040975056241461e-01,8.985112638459100687e-01,nan
3.975000000000000200e-01,9.413634373990724669e-01,3.500636450378144526e-01,8.956960413260142140e-01,nan
3.985000000000000209e-01,9.404723339387122127e-01,3.494231925700047592e-01,8.928808188061183593e-01,nan
3.995000000000000218e-01,9.395812304783519586e-01,3.487827401021950657e-01,8.900655962862225046e-01,nan
4.005000000000000226e-01,9.386901270179917045e-01,3.481422876343853723e-01,8.872503737663266499e-01,nan
4.015000000000000235e-01,9.377990235576314504e-01,3.475018351665756233e-01,8.844351512464307952e-01,nan
4.025000000000000244e-01,9.369079200972710852e-01,3.468613826987659299e-01,8.816199287265349405e-01,nan
4.035000000000000253e-01,9.360168166369108311e-01,3.462209302309562364e-01,8.788047062066391968e-01,nan
4.045000000000000262e-01,9.351257131765505770e-01,3.455804777631465430e-01,8.759894836867433421e-01,nan
4.055000000000000271e-01,9.342346097161903229e-01,3.447982445189730627e-01,8.731742611668474874e-01,nan
4.065000000000000280e-01,9.330888232422183126e-01,3.437409675311388635e-01,8.703590386469516327e-01,nan
4.075000000000000289e-01,9.315732502887204003e-01,3.426836905433046088e-01,8.675438161270557780e-01,nan
4.085000000000000298e-01,9.300576773352225990e-01,3.416264135554704096e-01,8.647285936071599233e-01,nan
4.095000000000000306e-01,9.285421043817246867e-01,3.405691365676361548e-01,8.619133710872640686e-01,nan
4.105000000000000315e-01,9.270265314282267743e-01,3.395118595798019001e-01,8.590981485673683249e-01,nan
4.115000000000000324e-01,9.255109584747289730e-01,3.384545825919677009e-01,8.565119150177947782e-01,nan
4.125000000000000333e-01,9.239953855212310607e-01,3.373973056041334462e-01,8.539913852888029178e-01,nan
4.135000000000000342e-01,9.224798125677331484e-01,3.363400286162991915e-01,8.514708555598109463e-01,nan
4.145000000000000351e-01,9.209642396142352361e-01,3.352827516284649922e-01,8.489503258308189748e-01,nan
4.155000000000000360e-01,9.194486666607374348e-01,3.342254746406307375e-01,8.464297961018271144e-01,nan
4.164999999999999813e-01,9.179330937072396335e-01,3.331681976527965938e-01,8.439092663728352539e-01,nan
4.174999999999999822e-01,9.164175207537417212e-01,3.321109206649623391e-01,8.413887366438433935e-01,nan
4.184999999999999831e-01,9.149019478002438088e-01,3.310536436771280844e-01,8.388682069148514220e-01,nan
4.194999999999999840e-01,9.133863748467460075e-01,3.299963666892938852e-01,8.363476771858594505e-01,nan
4.204999999999999849e-01,9.118708018932480952e-01,3.289390897014596304e-01,8.338271474568675901e-01,nan
4.214999999999999858e-01,9.103552289397501829e-01,3.278818127136253757e-01,8.313066177278756186e-01,nan
4.224999999999999867e-01,9.088396559862523816e-01,3.268245357257911765e-01,8.287860879988836471e-01,nan
4.234999999999999876e-01,9.073697618931126918e-01,3.257672587379569218e-01,8.262655582698917867e-01,nan
4.244999999999999885e-01,9.059636455257641385e-01,3.244313622475483161e-01,8.237450285408998152e-01,nan
4.254999999999999893e-01,9.045575291584155853e-01,3.229971124096356339e-01,8.209910858848415982e-01,nan
4.264999999999999902e-01,9.031514127910670320e-01,3.215628625717230071e-01,8.182155684652980820e-01,nan
4.274999999999999911e-01,9.017452964237184787e-01,3.201286127338103804e-01,8.154400510457545659e-01,nan
4.284999999999999920e-01,9.003391800563699254e-01,3.186943628958976982e-01,8.126645336262110497e-01,nan
4.294999999999999929e-01,8.989330636890213722e-01,3.172601130579850714e-01,8.098890162066676446e-01,nan
4.304999999999999938e-01,8.975269473216728189e-01,3.158258632200724447e-01,8.071134987871241284e-01,nan
4.314999999999999947e-01,8.961208309543243766e-01,3.143916133821597625e-01,8.043379813675806123e-01,nan
4.324999999999999956e-01,8.947147145869758234e-01,3.129573635442471358e-01,8.015624639480370961e-01,nan
4.334999999999999964e-01,8.933085982196272701e-01,3.115231137063345090e-01,7.987869465284935799e-01,nan
4.344999999999999973e-01,8.919024818522787168e-01,3.100888638684218268e-01,7.960114291089501748e-01,nan
4.354999999999999982e-01,8.907721794360157208e-01,3.086546140305092001e-01,7.932359116894066586e-01,nan
4.364999999999999991e-01,8.896911125968336442e-01,3.072203641925965734e-01,7.904603942698631425e-01,nan
4.375000000000000000e-01,8.886100457576515677e-01,3.057861143546838911e-01,7.876848768503196263e-01,nan
4.385000000000000009e-01,8.875289789184694911e-01,3.043518645167712644e-01,7.844165024206711800e-01,nan
4.395000000000000018e-01,8.864479120792874145e-01,3.029176146788586377e-01,7.797651138377693636e-01,nan
4.405000000000000027e-01,8.853668452401053379e-01,3.014506886181962386e-01,7.751137252548676582e-01,nan
4.415000000000000036e-01,8.842857784009232613e-01,2.999825300779293547e-01,7.704623366719658417e-01,nan
4.425000000000000044e-01,8.832047115617411848e-01,2.985143715376625262e-01,7.658109480890641363e-01,nan
4.435000000000000053e-01,8.821236447225591082e-01,2.970462129973956422e-01,7.611595595061623198e-01,nan
4.445000000000000062e-01,8.810425778833770316e-01,2.955780544571288138e-01,7.565081709232605034e-01,nan
4.455000000000000071e-01,8.799615110441949550e-01,2.941098959168619298e-01,7.518567823403587980e-01,nan
4.465000000000000080e-01,8.788804442050128785e-01,2.926417373765950458e-01,7.477899425685796686e-01,nan
4.475000000000000089e-01,8.777993773658308019e-01,2.911735788363282174e-01,7.437310133137488011e-01,nan
4.485000000000000098e-01,8.767183105266487253e-01,2.897054202960613334e-01,7.396720840589180446e-01,nan
4.495000000000000107e-01,8.755904744509522830e-01,2.882372617557945049e-01,7.356131548040872881e-01,nan
4.505000000000000115e-01,8.735008630596746704e-01,2.867691032155276210e-01,7.315542255492565316e-01,nan
4.515000000000000124e-01,8.714112516683970577e-01,2.853009446752607925e-01,7.274952962944257751e-01,nan
4.525000000000000133e-01,8.693216402771194451e-01,2.838327861349939085e-01,7.234363670395950185e-01,nan
4.535000000000000142e-01,8.672320288858417214e-01,2.823646275947270246e-01,7.193774377847641510e-01,nan
4.545000000000000151e-01,8.651424174945641088e-01,2.808964690544601961e-01,7.153185085299333945e-01,nan
4.555000000000000160e-01,8.630528061032864962e-01,2.794283105141933121e-01,7.138199761716387259e-01,nan
4.565000000000000169e-01,8.609631947120088835e-01,2.779601519739264837e-01,7.126953167367177100e-01,nan
4.575000000000000178e-01,8.588735833207312709e-01,2.764919934336595997e-01,7.115706573017966940e-01,nan
4.585000000000000187e-01,8.567839719294535472e-01,2.750871052900005220e-01,7.104459978668755671e-01,nan
4.595000000000000195e-01,8.546943605381759346e-01,2.739740154206492528e-01,7.093213384319545511e-01,nan
4.605000000000000204e-01,8.526047491468983219e-01,2.728609255512979281e-01,7.081966789970334242e-01,nan
4.615000000000000213e-01,8.505151377556207093e-01,2.717478356819466034e-01,7.070720195621124082e-01,nan
4.625000000000000222e-01,8.485419923921811991e-01,2.706347458125952787e-01,7.059473601271912813e-01,nan
4.635000000000000231e-01,8.476588452660736017e-01,2.695216559432439540e-01,7.048227006922702653e-01,nan
4.645000000000000240e-01,8.467756981399661154e-01,2.684085660738926293e-01,7.036980412573491384e-01,nan
4.655000000000000249e-01,8.458925510138585180e-01,2.672954762045413046e-01,7.025733818224281224e-01,nan
4.665000000000000258e-01,8.450094038877509206e-01,2.661823863351900354e-01,7.014487223875069954e-01,nan
4.675000000000000266e-01,8.441262567616433232e-01,2.650692964658387107e-01,7.003240629525859795e-01,nan
4.685000000000000275e-01,8.432431096355357258e-01,2.639562065964873860e-01,6.991994035176648525e-01,nan
4.695000000000000284e-01,8.423599625094281285e-01,2.628431167271360613e-01,6.980747440827438366e-01,nan
4.705000000000000293e-01,8.414768153833206421e-01,2.617300268577847366e-01,6.969500846478227096e-01,nan
4.715000000000000302e-01,8.405936682572130447e-01,2.606169369884334119e-01,6.958254252129016937e-01,nan
4.725000000000000311e-01,8.397105211311054473e-01,2.595038471190821427e-01,6.947007657779805667e-01,nan
4.735000000000000320e-01,8.388273740049978500e-01,2.583907572497308180e-01,6.936603643974964539e-01,nan
4.745000000000000329e-01,8.379442268788902526e-01,2.572776673803794933e-01,6.927256233549192732e-01,nan
4.755000000000000338e-01,8.370610797527826552e-01,2.561645775110281686e-01,6.917908823123422035e-01,nan
4.765000000000000346e-01,8.361779326266751688e-01,2.550514876416768439e-01,6.908561412697650228e-01,nan
4.775000000000000355e-01,8.352947855005675715e-01,2.539383977723255192e-01,6.899214002271878421e-01,nan
4.785000000000000364e-01,8.343323836259208814e-01,2.528253079029742501e-01,6.889866591846107724e-01,nan
4.795000000000000373e-01,8.332665326247887805e-01,2.517122180336229254e-01,6.880519181420335917e-01,nan
4.804999999999999827e-01,8.322006816236567905e-01,2.506787811307317759e-01,6.871171770994565220e-01,nan
4.814999999999999836e-01,8.311348306225246896e-01,2.496477414048317023e-01,6.861824360568793413e-01,nan
4.824999999999999845e-01,8.300689796213926996e-01,2.486167016789316009e-01,6.852476950143021606e-01,nan
4.834999999999999853e-01,8.290031286202605987e-01,2.475856619530314995e-01,6.843129539717249799e-01,nan
4.844999999999999862e-01,8.279372776191286087e-01,2.465546222271313981e-01,6.833782129291479102e-01,nan
4.854999999999999871e-01,8.268714266179965078e-01,2.455235825012312967e-01,6.824434718865707294e-01,nan
4.864999999999999880e-01,8.258055756168644068e-01,2.444925427753311953e-01,6.815087308439935487e-01,nan
4.874999999999999889e-01,8.247397246157324169e-01,2.434615030494310939e-01,6.805739898014163680e-01,nan
4.884999999999999898e-01,8.236738736146003159e-01,2.424304633235309925e-01,6.796392487588392983e-01,nan
4.894999999999999907e-01,8.226080226134683260e-01,2.413994235976308911e-01,6.787045077162621176e-01,nan
4.904999999999999916e-01,8.215421716123362250e-01,2.403683838717307897e-01,6.777697666736849369e-01,nan
4.914999999999999925e-01,8.204763206112041241e-01,2.393373441458306883e-01,6.768350256311077562e-01,nan
4.924999999999999933e-01,8.194104696100721341e-01,2.383063044199305869e-01,6.759002845885306865e-01,nan
4.934999999999999942e-01,8.184245872835413937e-01,2.372752646940304855e-01,6.749655435459535058e-01,nan
4.944999999999999951e-01,8.177684349570339961e-01,2.362442249681303841e-01,6.740308025033763251e-01,nan
4.954999999999999960e-01,8.171122826305267095e-01,2.352131852422302827e-01,6.730960614607991443e-01,nan
4.964999999999999969e-01,8.164561303040194229e-01,2.341821455163301813e-01,6.721613204182220747e-01,nan
4.974999999999999978e-01,8.157999779775120253e-01,2.331511057904300799e-01,6.712265793756448939e-01,nan
4.984999999999999987e-01,8.151438256510047387e-01,2.321200660645299785e-01,6.702918383330677132e-01,nan
4.994999999999999996e-01,8.144876733244973410e-01,2.313785182538978802e-01,6.693570972904905325e-01,nan
5.005000000000000560e-01,8.138315209979899434e-01,2.307329897144838882e-01,6.684223562479133518e-01,nan
5.015000000000000568e-01,8.131753686714826568e-01,2.300874611750699239e-01,6.674876152053361711e-01,nan
5.025000000000000577e-01,8.125192163449752591e-01,2.294419326356559319e-01,6.665529672587060528e-01,nan
5.035000000000000586e-01,8.118630640184679725e-01,2.287964040962419676e-01,6.656188608386246486e-01,nan
5.045000000000000595e-01,8.112069116919606859e-01,2.281508755568280034e-01,6.646847544185431333e-01,nan
5.055000000000000604e-01,8.105507593654532883e-01,2.275053470174140391e-01,6.637506479984617291e-01,nan
5.065000000000000613e-01,8.098946070389460017e-01,2.268598184780000471e-01,6.628165415783802139e-01,nan
5.075000000000000622e-01,8.092384547124386041e-01,2.262142899385860828e-01,6.618824351582988097e-01,nan
5.085000000000000631e-01,8.085823023859313174e-01,2.255687613991721185e-01,6.609483287382174055e-01,nan
5.095000000000000639e-01,8.082748761014225680e-01,2.249232328597581543e-01,6.600142223181358903e-01,nan
5.105000000000000648e-01,8.082079233917167649e-01,2.242777043203441623e-01,6.590801158980544860e-01,nan
5.115000000000000657e-01,8.081409706820109617e-01,2.236321757809301980e-01,6.581460094779729708e-01,nan
5.124999999999999556e-01,8.080740179723050476e-01,2.229866472415162892e-01,6.572119030578916776e-01,nan
5.134999999999999565e-01,8.080070652625992444e-01,2.223411187021023250e-01,6.562777966378101624e-01,nan
5.144999999999999574e-01,8.079401125528933303e-01,2.216955901626883607e-01,6.553436902177287582e-01,nan
5.154999999999999583e-01,8.078731598431875272e-01,2.216132910602529593e-01,6.544095837976472430e-01,nan
5.164999999999999591e-01,8.078062071334817240e-01,2.216348201439055365e-01,6.543497217584183234e-01,nan
5.174999999999999600e-01,8.077392544237758099e-01,2.216563492275580860e-01,6.544216352492617794e-01,nan
5.184999999999999609e-01,8.076723017140700067e-01,2.216778783112106632e-01,6.544935487401052354e-01,nan
5.194999999999999618e-01,8.076053490043640926e-01,2.216994073948632127e-01,6.545654622309486914e-01,nan
5.204999999999999627e-01,8.075383962946582894e-01,2.217209364785157899e-01,6.546373757217921474e-01,nan
5.214999999999999636e-01,8.074714435849524863e-01,2.217424655621683394e-01,6.547092892126356034e-01,nan
5.224999999999999645e-01,8.074044908752465721e-01,2.217639946458209166e-01,6.547812027034789484e-01,nan
5.234999999999999654e-01,8.073375381655407690e-01,2.217855237294734660e-01,6.548531161943224044e-01,nan
5.244999999999999662e-01,8.072705854558348548e-01,2.218070528131260155e-01,6.549250296851658604e-01,nan
