0.000952797	0.648878202
0.058479173	0.646408646
0.075539355	0.653822312
0.095619799	0.664455398
0.121324818	0.682792097
0.14607499	0.700743866
0.168964648	0.720415325
0.181246504	0.759263333
0.189667996	0.79305725
0.20130236	0.829435702
0.214725523	0.857100722
0.22471452	0.885855546
0.234373623	0.916819972
0.239246205	0.962071827
0.254669216	0.974254634
0.26670109	0.988372093
0.27790311	0.990391729
0.290340691	0.984862725
0.290340691	0.984862725
0.306775921	0.97716411
0.306775921	0.97716411
0.322725531	0.971350157
0.335009436	0.967310884
0.347162203	0.957517647
0.347162203	0.957517647
0.358255624	0.955043092
0.365482535	0.951543722
0.383542641	0.921694095
0.396037596	0.899813034
0.410722957	0.858470475
0.424584611	0.823531764
0.438237265	0.785638585
0.445513352	0.751794677
0.454627416	0.714801336
0.473056346	0.694075066
0.502353305	0.666689996
0.515630987	0.654287228
0.527865715	0.65516707
0.551081168	0.642714311
0.576575137	0.632271191
0.592776777	0.625937331
0.608656721	0.622732908
0.628313017	0.612504749
0.647907843	0.60094683
0.667293668	0.584029875
0.686064786	0.552725509
0.706048927	0.518076746
0.720115483	0.486842368
0.735765936	0.442430363
0.750328356	0.431672299
0.774121634	0.437361275
0.797572725	0.438846008
0.820476726	0.445079886
0.83721726	0.457352677
0.850259304	0.478393889
0.865084	0.497245496
0.877568709	0.519826431
0.883648166	0.544022076
0.898257714	0.569812434
0.912906194	0.587624228
0.930302416	0.612509748
0.94395302	0.631901258
0.958038018	0.644264032
0.972039005	0.648408287
0.986535857	0.653407387
0.99823374	0.6544422
